url,Position,Company,Location,Job_Description
"https://www.glassdoor.co.in/job-listing/data-scientist-clarivate-JV_IC4477468_KO0,14_KE15,24.htm?jl=1009302715599",Data Scientist,Clarivate,Noida,"We are looking for a talented Data Scientist to join our IT Data & Analytics team in Bangalore. This is an amazing opportunity to work on a wide variety of projects catering to multiple business teams within Clarivate. The team consists of 9 people and is reporting to the Senior Manager of Data & Analytics. By joining us you will have the opportunity to develop machine learning and AI models for a variety of high priority strategic projects that enable our business teams to discover new insights and empower them to take the right decisions.
About You – experience, education, skills, and accomplishments
Atleast 5+ years of experience as a Data Scientist with proven track in the application of ML, NLP."
"https://www.glassdoor.co.in/job-listing/big-data-administrator-valiance-solutions-JV_IC4477468_KO0,22_KE23,41.htm?jl=1007984036702",Big Data Administrator,Valiance Solutions,Noida,"V A L I A N C E
BIG DATA
ADMINISTRATOR
JOB DESCRIPTION
Copyright @ Va l iance Ana lytics Pvt Ltd
TECHNICAL AND PERSONAL SKILLSET
Excellent communication skills, both written &
oral.
Ability to learn new skills quickly, adjust to the
changing needs of the project.
You are highly enthusiastic about your work
Ability to multi-task, manage high-pressure
release scenarios occasionally
Hands-on experience with Hadoop deployment
/migration."
"https://www.glassdoor.co.in/job-listing/python-data-science-intern-patna-onsite-geotechnosoft-JV_IC4477468_KO0,39_KE40,53.htm?jl=1009325229089",Python/Data Science Intern - Patna(onsite),GeoTechnosoft,Noida,"Do you have a passion for data and a knack for Python? We're seeking a talented intern to join our dynamic data science team!
What you'll do:
Assist our data scientists with tasks like data analysis, machine learning exploration, and creating insightful reports.
Gain valuable hands-on experience in a fast-paced environment.
Learn from experienced data professionals and strengthen your Python skills.
What you'll gain:
Real-world experience in data science.
Mentorship from industry experts.
The opportunity to explore the exciting field of data science.
Potential for a full-time position upon successful completion of the internship (mention this benefit prominently).
Requirements:
Strong proficiency in Python.
Familiarity with data analysis concepts (a plus).
Bonus points for:
Experience with Power BI for data visualization.
Understanding of data structures and SQL.
Knowledge of DAX (Data Analysis Expressions) for Power BI.
Join us and take your first step into a rewarding career in data science!"
"https://www.glassdoor.co.in/job-listing/machine-learning-deep-learning-intern-uniconverge-technologies-pvt-ltd-JV_IC4477468_KO0,37_KE38,70.htm?jl=1009407271811",Machine Learning/ Deep Learning Intern,UniConverge Technologies Pvt. Ltd.,Noida,"Job Summary
Working on Machine Learning and Deep learning Projects
Customer Interaction to understand their requirements
Give training on Data Science, Machine Learning and AI
Responsibilities and Duties
- Decide course syllabus, contents, and presentations
- Counselling to students
Required Experience, Skills and Qualifications
- Good knowledge about Mathematical models, ML, DS, DL concepts
- Hands on practice on ML Algorithms
- Good knowledge about python"
"https://www.glassdoor.co.in/job-listing/data-scientist-insider-biz-JV_KO0,14_KE15,26.htm?jl=1009075566719",Data Scientist,Insider Biz,Delhi,"Insider Biz is a highly innovative and fast paced startup that is changing the face of international trade and business research. Insider Biz is the force behind multiple innovative products and solutions that are used by millions of users in India. India's leading companies and governments rely on us when it comes to international trade or business research.
At Insider Biz, we believe in being consistently exceptional and to be the first to fail and first to succeed. We want to work with likeminded individuals who are nothing short of exceptional and are head & shoulders above us.
Drop a line on hr@insiderbiz.in if you would like to work with likeminded individuals creating real impact on business and economy.

Savior of the Blind. Sherlock Holmes of The Planet Data. You help us and our customers see what we couldn't see or even imagine before."
"https://www.glassdoor.co.in/job-listing/data-science-intern-medtek-ai-JV_IC4477468_KO0,19_KE20,29.htm?jl=1008877890895",DATA SCIENCE INTERN,Medtek.AI,Noida,"Why Choose Us ?
We have talented professional staff experts in clinical research, medical writing, IT services, data science, and software development.
Our professionals are experts in keeping your priorities and goals to follow updated business trends.
Our expertise drives cost efficiency to our client.
We are flexible, innovative, reliable, and passionate.

Let's collaborate
We are extremely honoured and grateful to have such talented people in our team. Their selfless efforts and dedication towards giving out our clients with the best of their capabilities made us a renowned and reputed incorporation today. We are a forward-looking organization and are motivated by the trust and confidence that our mutually beneficial relationship with our customers will take them and us to unattained heights of the universe."
"https://www.glassdoor.co.in/job-listing/data-scientist-gujarat-fluorochemicals-JV_IC4477468_KO0,14_KE15,38.htm?jl=1008413776196",Data Scientist,GUJARAT FLUOROCHEMICALS,Noida,"Company
Gujarat Fluorochemicals Limited

Grade / Level
III

Division / Department
Information Technology

Job Purpose"
"https://www.glassdoor.co.in/job-listing/data-scientist-5-ericsson-JV_IC4477468_KO0,16_KE17,25.htm?jl=1009403327896",Data Scientist(5),Ericsson,Noida,"Join our Team
About this opportunity:
Ericsson is looking for a dedicated, innovative, and proactive Data Scientist to join our team. This role gives you the chance to leverage your machine learning expertise to directly influence business outcomes. You will be responsible for developing innovative scientific methods, processes, and systems. This includes distilling valuable insights from data and driving the future of applied analytics at Ericsson. A strong grasp of both traditional and cutting-edge machine learning techniques and applications is essential to fulfilling this role.
What you will do:"
"https://www.glassdoor.co.in/job-listing/senior-data-scientist-techneplus-JV_IC4477468_KO0,21_KE22,32.htm?jl=1009424375873",Senior Data Scientist,Techneplus,Noida,"Job Information
Industry
IT Services
Salary
35 to 38 LPA
Work Experience
6-8 years
City
Noida
State/Province"
"https://www.glassdoor.co.in/job-listing/data-scientist-searchurcollege-JV_IC4477468_KO0,14_KE15,30.htm?jl=1006500025617",Data Scientist,SearchUrCollege,Noida,"Profile Requirements
Analyze and dig out carefully vetted, actionable insights from (mostly! pre-cleaned) data.
Turn insights into precise changes in the system; applying a toolset including calculus, statistical modeling, advanced algorithms, and machine learning to create measurable dollar impact.
Scale and generalize forecasting models and optimization algorithms to handle requirements from new markets and clients.
Travel and engage clients directly to translate their business needs into implementable science.
Fundamental math and designing robust algorithms from scratch excites you (as opposed to just running boost.fit)."
