url,Position,Company,Location,Job_Description
"https://www.glassdoor.co.in/job-listing/relaunch-career-restart-for-women-eaton-JV_IC2856202_KO0,33_KE34,39.htm?jl=1009176848535",Relaunch - Career Restart for Women,Eaton,Pune,"What you’ll do:
ReLaunch : Helping women restart their careers
ReLaunch attempts to draw from the vast pool of female professionals in India. The program aims to help women continue their quest for excellence, providing them full-time job opportunities in various domains at Eaton in India.
Eligibility criteria:
Citizens of India
Who have taken break in their career for more than 6 Months
Have minimum 2 years prior experience"
"https://www.glassdoor.co.in/job-listing/threat-researcher-web-security-arkose-labs-india-JV_IC2856202_KO0,30_KE31,48.htm?jl=1009360556947",Threat Researcher - Web Security,Arkose Labs - India,Pune,"The mission of Arkose Labs is to create an online environment where all consumers are protected from online spam and abuse. Recognized by G2 as the 2023 Leader in Bot Detection and Mitigation, with the highest score in customer satisfaction and the largest market presence four quarters running, Arkose Labs offers the world's first $1M warranties for credential stuffing and SMS toll fraud. With 20% of our customers being Fortune 500 companies, our AI-powered platform combines powerful risk assessments with dynamic threat response to undermine the strategy of attack, all while improving good user throughput. Headquartered in San Mateo, CA, with employees in London, Costa Rica, Australia, India, Malaysia and Argentina. Arkose Labs protects enterprises from cybercrime and abuse"
"https://www.glassdoor.co.in/job-listing/tech-business-analyst-vulnerability-patch-management-area-luxoft-JV_IC2856202_KO0,57_KE58,64.htm?jl=1009357964763",Tech Business Analyst - Vulnerability/Patch Management area,Luxoft,Pune,"Pune, India
Business Analysis
BCM Industry
02/09/2024
Req. VR-106511

Project description
Do you have the know-how to apply business analysis techniques to deliver projects in Cyber-security domain (Vulnerability Management area) or Data domain? Are you a committed and visionary team player with an analytical and logical mind-set? Are you motivated to work in a complex, diverse and global environment?

We're looking for a Tech Business Analyst with either Cyber or Data domain experience to join our client's team.

Security is a global organization within Group Technology Infrastructure and Security Engineering. Our services focus on access management for applications and infrastructure, identity management for users, directories, detecting/preventing measures for cyber threats, and exchanging/storing data securely. We provide consolidated and reliable security services that implement secure design principles, and create best-fit solutions.
You'll be working as part of our global team. As a Tech Business Analyst, you'll play an important role in ensuring the on-going cyber-security of our client. We offer flexibility in the workplace and equal opportunities to all our team members.

Our team is global, diverse and collaborative as we work across organizations to keep our technology, applications and the businesses they support secure."
"https://www.glassdoor.co.in/job-listing/network-security-engineer-intell-JV_IC2856202_KO0,25_KE26,32.htm?jl=1009351326113",Network Security Engineer,Intell,Pune,"The Manager Cybersecurity Operations and Incident response is a technical leader who will manage both local and remote team members. This leader will employee their experience to manage daily security monitoring and investigation tasks as well as leading the response to security incidents.
Key Responsibilities:
Review proposed change requests to rules or policies for firewalls, router access control lists, IPS, and proxies. Perform regular reviews or audits of deployed rulesets to identify drift from baseline. Perform real-time security monitoring for potential cybersecurity threats. Analyze alerts and coordinate responses with senior analysts. Perform triage of potential security incidents in accordance with the SOC case handling procedures, alert handling procedures, and customer-specific procedures."
"https://www.glassdoor.co.in/job-listing/enterprise-cybersecurity-governance-risk-compliance-sr-analyst-aptiv-plc-JV_IC2856202_KO0,62_KE63,72.htm?jl=1009340079810","Enterprise Cybersecurity Governance, Risk & Compliance Sr Analyst",Aptiv plc,Pune,"Role :
Developing, operationalizing, and maintaining security controls framework in line with
industry best practices, internal, regulatory, and customer requirements
Conducting compliance assessments of Aptiv functional areas or technologies against
control framework, including documenting assessment findings, working with control owners
to draft the risk treatment (plan of action and milestones)"
"https://www.glassdoor.co.in/job-listing/senior-information-security-analyst-druva-JV_IC2856202_KO0,35_KE36,41.htm?jl=1009419753694",Senior Information Security Analyst,Druva,Pune,"Druva, the autonomous data security company, puts data security on autopilot with a 100% SaaS, fully managed platform to secure and recover data from all threats. The Druva Data Security Cloud ensures the availability, confidentiality, and fidelity of data - providing customers with autonomous protection, rapid incident response, and guaranteed data recovery. The company is trusted by its more than 6,000 customers, including 65 of the Fortune 500, to defend business data in today’s ever-connected world. Amidst a rapidly evolving security landscape, Druva offers a $10 million Data Resiliency Guarantee ensuring customer data is protected and secured against every cyber threat."
"https://www.glassdoor.co.in/job-listing/business-analyst-payroll-implementation-crowdstrike-JV_IC2856202_KO0,39_KE40,51.htm?jl=1009423427982","Business Analyst, Payroll Implementation",CrowdStrike,Pune,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight."
"https://www.glassdoor.co.in/job-listing/security-delivery-analyst-accenture-JV_IC2856202_KO0,25_KE26,35.htm?jl=1009392320941",Security Delivery Analyst,Accenture,Pune,"Title ATCI-LSS Job Description - Information Security – Levels 10, 11, 12 & 13

Job Description

Job Title: Information Security Analyst

Career Level: Level 10, 11, 12 & 13

Required Relevant skill Experience:
For CL 12 - 0 to 2 years

For CL 11 - 2 to 4 years

For CL 10 - 4 to 6 years

Bengaluru, Chennai, Delhi\NCR, Hyderabad, Mumbai, Pune

ATCI – Local Security Support

CISA, Security+, Risk Management, Cybersecurity, Governance Risks & Compliance, ISMS, SSAE18 SOC1& SOC2, ISO27001, Internal Audit, Information Security Audit


Information security for the Advanced Technology Centers India (ATCi)


1. Project information security (IS) assessments are our bread and butter. As an IS professional, your first step into the big bad world of risk assessments will involve conducting IS assessments for projects across India centers. You will check if the project meets the Accenture standard and client’s security requirements.

The risks that you identify are super important to keep Accenture and our client’s data safe, it will ensure that Accenture is compliant with what was agreed in the client contracts.

2. We are super proud of the fact that Accenture is the biggest company of its size that is globally ISO27001 certified (the Academy awards equivalent for IS standards) and our team is responsible for maintaining this hallowed certificate. 3rd party auditors descend on us every year to make sure that we are still worthy of the certificate, so we’ve got to be on our toes always and keep everything shipshape. As part of this you will be carrying out a bunch of activities such as

a. Making sure (via assessments) that the nice folks at support functions such as Workplace, HR, IT, Finance, Legal, Procurement etc. are compliant with ISO27001 security requirements.

b. Risk assessments to report any risks that can mess up Accenture business goals and then monitoring these risks to make sure that they’re fixed.

c. Think out-of-the-box box and innovate to get all of our Accenture folk in India as IS literate as possible. In the past we’ve done super fun stuff such as plays, live sessions, infosec gyan during new joiner orientation sessions, etc – the sky is the limit!

3. We also need to stay compliant to certain other regulatory requirements and those have their scheduled assessments and activities too.

4. Remember point 1? where we spoke about checking if the project teams are doing the right stuff? Well, quite often our clients decide to pay a visit to audit if everything is in order here or decide if they want to give us more business. This is the high adrenalin stuff where our team represents Accenture information security and supports the project folks face the client auditors.

Risk Management, Governance Risks & Compliance

1. You need to have a genuine interest in the information security domain and have the spunk and drive to make a positive difference in the organization – on ground.

2. We work as a team and therefore you need to be collaborative well and a good team player. No room here for a lone wolf. Keep in mind that our role involves interfacing with multiple business stakeholders therefore you need to be able to speak to new people all the time.

3. Goes without saying that good communication skills both written and spoken are quintessential for doing well at this job.

4. Information security is one of the fastest changing domains, so you should have the ability to learn, adapt and evolve quickly to stay relevant in this field and the learning never really ends.

5. We expect you to have at least a working hands-on knowledge of MS office suite tools like Word/Excel/Power-point – rest of the tools you learn on-the-job. If you have a background in project management or technical IT skills such as networking, telecom, security tools etc. you will be at an advantage.

6. Though currently we are working remotely, flexibility to travel both within your designated city as well as inter-city is important for you to be able to conduct assessments and other IS activities on ground.

7. Last but not the least, a curious bent of mind and hunger / passion to learn is a great attribute we need from our IS soldiers. As they say, half knowledge is always dangerous, so we always welcome folks who don’t stop learning.

8. Ability to educate a non-technical audience about various security measures

9. Attention to detail and time prioritization

Good to Have Skills

1. Professional information security certification/s

ISO27001, Security+, CISA etc. and knowledge of SSAE18

2. Experience in auditing ISO27001 and the SSAE18 SOC1& SOC2 controls

3. Be up to date on the latest security trends

2. Ability to educate a non-technical audience about various security measures

3. Attention to detail and time prioritization

4. Be up to date on the latest security trends"
"https://www.glassdoor.co.in/job-listing/sr-analyst-sox-pune-crowdstrike-JV_IC2856202_KO0,19_KE20,31.htm?jl=1009419745254","Sr. Analyst, SOX (Pune)",CrowdStrike,Pune,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight."
"https://www.glassdoor.co.in/job-listing/sr-analyst-corporate-travel-desk-crowdstrike-JV_IC2856202_KO0,32_KE33,44.htm?jl=1009409623127","Sr. Analyst, Corporate Travel Desk",CrowdStrike,Pune,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight."
"https://www.glassdoor.co.in/job-listing/senior-technical-recruiter-aeries-technology-JV_IC2856202_KO0,26_KE27,44.htm?jl=1009404858536",Senior Technical Recruiter,Aeries Technology,Pune,"Job Id: Aeries/311/24-25
Industry IT-Software / Software Services / testing
Location Pune
Experience Range 6 - 10 Years
Qualification MBA

Job Description
About Us
Aeries Technology is a Nasdaq listed global professional services and consulting partner, headquartered in Mumbai, India, with centers in the USA, Mexico, Singapore, and Dubai. We provide mid-size technology companies with the right mix of deep vertical specialty, functional expertise, and the right systems & solutions to scale, optimize and transform their business operations with unique customized engagement models. Aeries is Great Place to Work certified by GPTW India, reflecting our commitment to fostering a positive and inclusive workplace culture for our employees. Read about us at https://aeriestechnology.com"
"https://www.glassdoor.co.in/job-listing/change-management-manager-fulcrum-digital-JV_IC2856202_KO0,25_KE26,41.htm?jl=1009426579571",Change Management - Manager,Fulcrum Digital,Pune,"Who are we

Fulcrum Digital is an agile and next-generation digital accelerating company providing digital transformation and technology services right from ideation to implementation. These services have applicability across a variety of industries, including banking & financial services, insurance, retail, higher education, food, healthcare, and manufacturing.

Roles and responsibilities:
The Senior Analyst in Change Management is responsible for overseeing and managing changes to information systems, processes, and technologies to ensure compliance with Change Management best practices, as well as, adherence to SOX regulations and Security controls. This role requires a strong understanding of change management principles, SOX requirements, and CIS controls, along with the ability to collaborate with cross-functional teams to implement effective change controls."
"https://www.glassdoor.co.in/job-listing/data-scientist-i-honeywell-JV_IC2940587_KO0,16_KE17,26.htm?jl=1009416146072",Data Scientist I,Honeywell,Bengaluru,"Driving Infinite Possibilities Within A Diversified, Global Organization
Collaborating with cross-functional As a Data Scientist/Analyst II here at Honeywell, you will play a crucial role in analyzing and interpreting complex data sets to provide valuable insights and drive data-informed decision-making. You will utilize your expertise in POWERBI, Python, and Alteryx to develop and implement data analytics strategies.

Job Responsibilities:
Working with LGR stakeholders to understand the existing business problem and provides rapid solutions"
"https://www.glassdoor.co.in/job-listing/data-scientist-hewlett-packard-JV_IC2940587_KO0,14_KE15,30.htm?jl=1009403253553",Data Scientist,Hewlett Packard,Bengaluru,"HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.
At HP, the future is yours to create!
This is an opportunity to join HP Inc team responsible for Statistical Forecasting & analytics for Personal Systems (Worldwide: Americas, Europe & Asia). Key metrics include, Forecast Accuracy and bias. The team works closely with various business units, regions, functions across multiple domains."
"https://www.glassdoor.co.in/job-listing/sr-data-scientist-ge-aviation-JV_IC2940587_KO0,17_KE18,29.htm?jl=1009429099610",Sr Data Scientist,GE Aviation,Bengaluru,"Job Description Summary
The Sr Data Scientist will be at the forefront of developing and implementing advanced image processing and computer vision algorithms to solve challenging problems in aerospace applications. In this role you will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and consultancy development environment. You will contribute to the development and deployment of modern machine learning and deep learning models.
Job Description
Essential Responsibilities"
"https://www.glassdoor.co.in/job-listing/data-scientist-inheaden-gmbh-JV_IC2940587_KO0,14_KE15,28.htm?jl=1009384264146",Data Scientist,Inheaden GmbH,Bengaluru,"About Inheaden:
We are a growing Tech startup with offices in Germany, India, and the UAE. We are looking for someone with a startup spirit, who wants to join a truly global organization and help build Tech on a global scale. Come, join us and be part of our community.
Responsibilities:
Collecting and identifying data sources.
Analyzing large amounts of data, both structured and unstructured.
Creating solutions and strategies to business problems.
Working with team members and leaders to develop data strategy."
"https://www.glassdoor.co.in/job-listing/data-scientist-pattern-effects-labs-JV_IC2940587_KO0,14_KE15,35.htm?jl=1008796091086",Data Scientist,Pattern Effects Labs,Bengaluru,"WHAT WE DO
At PE we are building applications where financial decisions are data driven, adaptive and domain focused. We Use AI/ML to uncover hidden patterns from big data from across industries, enabling business and better quality of life.
Uncovering the hidden
AI is used to find pattern and correlation which hide deep within Big Data.

Ever Adapting
Our AI system is designed to pick the best response from millions of possible options in a given scenario. These scenarios can be as diverse as capital markets to healthcare."
"https://www.glassdoor.co.in/job-listing/data-scientist-gameskraft-JV_IC2940587_KO0,14_KE15,25.htm?jl=1009295952089",Data Scientist,Gameskraft,Bengaluru,"ID: 926 | 2-3 yrs | Bengaluru | careers

About Gameskraft
Established in 2017, Gameskraft has become one of India’s fastest-growing companies. We are building the world's most-loved online gaming ecosystem, one game at a time. Started by a group of passionate gamers, we have grown from a small team of 5-6 members to a large family of 600+ Krafters, working out of our office in Prestige Tech Park, Bangalore.
Our short-term success lies in the fact that we strive to focus on building a safe, secure, and responsible gaming environment for everyone. Our vision is to create unmatched experiences every day and everywhere. We set the highest benchmarks in the industry in terms of design, technology, and intuitiveness. We are the industry’s only ISO 27001 and ISO 9001 certified company.







1. Responsible for solving open-ended, non-trivial, high-impact business problems related to overall user experience, fraud detection, personalisation, responsible game play (to name a few) etc. using machine/deep learning, optimization, statistical analysis and related techniques. 2. Drive ML/DS projects independently end-to-end right from engaging with different stakeholders and partner teams (product; engineering; business; marketing etc) across Gameskraft; understanding the problem statement clearly; coming up with appropriate design and solution in a fast, iterative and time bound manner. 3. Develop a strong understanding of key business metrics and concepts and perform data analysis to get useful insights and develop different hypotheses and validate with sound rigorous methodologies as a precursor to formulating the problems and modeling with ML. 4. Carry out the literature review (understand ML/DS related scientific papers around the given problem domain); exploratory data analysis; feature engineering; model building; integrate them in product and work on continuously improving them. 5. Work with and mentor the fellow data scientists on the team."
"https://www.glassdoor.co.in/job-listing/associate-data-scientist-airtel-india-JV_KO0,24_KE25,37.htm?jl=1007313856787",Associate Data Scientist,Airtel India,India,"About the Role
Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.
Will be responsible for handling new OSS implementation as well as resolving NBI issues.
Ensuring guidelines for the user administration on 400 EMS/NMS instances."
"https://www.glassdoor.co.in/job-listing/junior-data-scientist-wsd-consultant-JV_IC2940587_KO0,21_KE22,36.htm?jl=1009394917420",Junior Data Scientist/,WSD Consultant,Bengaluru,"candidate should qualify checklist written below:

Ques: Does the candidate has strong knowledge in Data Science/ Machine Learning/ Artificial Intelligence ? Please mention

Ques: Is the candidate willing to work full time as a Data Science program Manager/ Academic and content delivery/ End to End Curriculam delivery and management ?

Ques: Does the candidate has Data Science/ Machine learning content development and academic delivery experience/ Faculty Development programs in any Teaching Institution or E - Learning Companies?


Job Specifications

Exp. 1.0 - 5.0 Year(s)
Annual Fixed CTC Min : 7.0 Lacs Max: 15.0 Lacs
Qualification B.Tech/B.E. , Any Post Graduation
No of openings 3
Additional Doc/Msg"
"https://www.glassdoor.co.in/job-listing/data-scientist-intern-vitra-ai-JV_IC2940587_KO0,21_KE22,30.htm?jl=1009396181075",Data Scientist Intern,Vitra.ai,Bengaluru,"Vitra.ai is an AI Creation and Translation Platform based in Bangalore. Our platform allows users to translate videos, podcasts, and subtitles to over 75+ languages with just 1-click. We enable businesses to reach a potential audience of 8 billion people worldwide. Join us in revolutionizing the way content is delivered and go global with Vitra.ai
Job Title: Data Scientist Intern
Duration - 3 Months
Location - Bengaluru
We are seeking a motivated and enthusiastic Data Scientist Intern to join our dynamic data science team. As an intern, you will work closely with experienced data scientists and analysts to gain hands-on experience in data analysis, machine learning, and statistical modeling. This internship offers an excellent opportunity to learn and apply data science techniques to real-world problems and contribute to impactful projects.
Key Responsibilities:
Data Collection and Cleaning: Assist in gathering, cleaning, and preprocessing data from various sources to ensure data quality and accuracy.
Exploratory Data Analysis: Conduct exploratory data analysis (EDA) to uncover patterns, trends, and insights from datasets.
Model Development: Support the development, testing, and validation of machine learning models and algorithms.
Data Visualization: Create visualizations and dashboards to effectively communicate data insights and findings to stakeholders.
Research and Experimentation: Participate in research and experimentation to explore new methodologies, tools, and technologies.
Collaboration: Work closely with cross-functional teams, including engineers, product managers, and business analysts, to understand project requirements and deliver data-driven solutions.
Documentation: Document processes, methodologies, and findings in a clear and concise manner.
Qualifications:
Education: Completed degree in Data Science, Computer Science, Statistics, Mathematics, or a related field.
Technical Skills:
Proficiency in programming languages such as Python or R.
Knowledge of data manipulation and analysis using libraries such as Pandas, NumPy, or similar.
Familiarity with machine learning libraries and frameworks (e.g., Scikit-learn, TensorFlow, Keras).
Experience with data visualization tools (e.g., Matplotlib, Seaborn, Tableau, Power BI).
Understanding of SQL for data querying.
Analytical Skills: Strong analytical and problem-solving skills with the ability to interpret and analyze complex data.
Communication Skills: Excellent verbal and written communication skills, with the ability to present findings to both technical and non-technical audiences.
Team Player: Ability to work collaboratively in a team environment and contribute to team goals.
Attention to Detail: High level of attention to detail and accuracy in work.
Job Types: Full-time, Fresher, Internship
Contract length: 3 months
Schedule:
Day shift
Fixed shift
Monday to Friday
Morning shift
Experience:
total work: 1 year (Preferred)
Work Location: In person
Application Deadline: 19/08/2024
Expected Start Date: 19/08/2024"
"https://www.glassdoor.co.in/job-listing/data-scientist-drimlite-JV_IC2940587_KO0,14_KE15,23.htm?jl=1009397940974",Data Scientist,Drimlite,Bengaluru,"Job Title: Data Scientist
Location: Bengaluru
Work Mode: Hybrid
Budget: ₹1.3 LPM
Job Description:
Role Overview:
Affine is seeking two experienced Data Scientists to join our dynamic team. The ideal candidates will possess a robust background in data analysis, statistical modeling, and data visualization. You will leverage your skills in SQL and forecasting techniques to develop predictive models and deliver actionable insights that drive strategic business decisions. This role involves close collaboration with cross-functional teams and stakeholders to analyze complex datasets and enhance data-driven strategies."
"https://www.glassdoor.co.in/job-listing/data-scientist-hashone-careers-JV_IC2940587_KO0,14_KE15,30.htm?jl=1009378492660",Data Scientist,Hashone Careers,Bengaluru,"Role: Data scientist
Location: Bangalore
Job Type: Full-time
Job Overview:
We are seeking a highly skilled Data Scientist to join our dynamic team. As a Data Scientist at Conneqt Digital, you will be responsible for leveraging your expertise in data analysis and machine learning. You will work closely with cross-functional teams to extract insights from data, build predictive models, and implement data-driven solutions.
Requirements:"
"https://www.glassdoor.co.in/job-listing/data-scientist-data-collection-infotech-JV_IC2940587_KO0,14_KE15,39.htm?jl=1009380930910",Data Scientist,Data Collection Infotech,Bengaluru,"Roles and Responsibilities
Well-versed in quantitative analysis, research, data mining, trend analysis, customer profiling, clustering, segmentation and predictive modelling.
Executing the data-driven planning process by building models and frameworks that connect
business unit drivers to company financials and forecast to take the correct decision as per the business need.
Design and build dashboards and other visualizations in BI tools.
Should be able to handle assigned tasks in the capacity of individual contributor."
"https://www.glassdoor.co.in/job-listing/data-scientist-l5-cobra-asspl-karnataka-JV_IC2940587_KO0,23_KE24,39.htm?jl=1009423247676","Data Scientist (L5), CoBRA",ASSPL - Karnataka,Bengaluru,"2+ years of data scientist experience
3+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.) experience
3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance experience
Experience applying theoretical models in an applied environment
IN Consumer BI Reporting and Analytics (COBRA) team is looking for a highly driven, customer-obsessed Data Scientist who will be responsible for scaling Insights & Science charter across Category & Seller orgs and enable effective business decision making across IN Stores. You’ll analyze large amounts of data, discover and solve real world problems, build science-driven solutions around key projects and, most of all, be an integral part of creating a better customer and seller experience.
We are looking for customer obsessed, data driven entrepreneurs to join our growing team and solve some of the hardest problems for our customers. If you want operate at start up speed, solve some of the hardest problems and build a service which customers love, this role might just be the place for you. The Data Scientist is responsible for unlocking business value across IN Stores through advanced analytics (ML, Science/Statistics). The Data Scientist's responsibilities include, but are not limited to the following points:"
"https://www.glassdoor.co.in/job-listing/data-scientist-exponentia-ai-JV_IC2940587_KO0,14_KE15,28.htm?jl=1009417396161",Data Scientist,Exponentia.ai,Bengaluru,"Role Overview:
The Data Scientist will be responsible for leveraging advanced analytical techniques and data science methodologies to drive data-driven insights and solutions. This role requires a blend of technical expertise in data science, project planning, and collaboration with cross-functional teams to ensure the successful delivery of data projects. The ideal candidate will have hands-on experience with data engineering, AWS, and the ability to translate complex data into actionable insights. Effective stakeholder management and a strong track record in leading data-centric projects are essential for success in this role."
"https://www.glassdoor.co.in/job-listing/data-science-intern-foundry-internships-JV_IC2940587_KO0,19_KE20,39.htm?jl=1009404135817",Data Science Intern,Foundry- Internships,Bengaluru,"Welcome to Foundry, a cryptocurrency pioneer dedicated to advancing decentralized infrastructure. At Foundry, we're not waiting for a decentralized financial future — we're building it now. By empowering institutions with the tools they need to mine and stake digital assets, we're thoughtfully driving the industry forward with our team at the center of it all.
If you thrive on innovation, are inspired by the potential of blockchain technology and are passionate about being part of transformative global changes, then we'd love to connect. At Foundry, your skills will find purpose as you contribute to shaping the architecture of a more equitable and interconnected world through blockchain technology. Come be a vital member of the Foundry team, where your contributions will help empower a decentralized future.
This position is based at Foundry in India.

DESCRIPTION: We recognize and value your innovative ideas and enthusiasm. At Foundry, we foster an environment where your creativity can flourish. Embark on an exciting journey as you begin your internship with us! Interns in the Engineering Division will engage in 16–24-week projects that significantly contribute to Foundry Digital India products. Our Engineering internship program is crafted to offer participants hands-on experience. Based on their interests and our business needs, interns will be placed in roles that best suit them. You will collaborate with senior leadership, managers, cross-functional teams, and other Engineering interns. This program also serves as our key pipeline for recruiting full-time employees.

This is a rare invitation to join a small, highly professional entrepreneurial group, with the backing of the most established player in the fast-growing crypto space.

SKILLS REQUIRED:
Thorough grasp of computer science principles
Driven and exceptionally ambitious
Innovative problem-solving abilities and superb troubleshooting/debugging skills
Exceptional written and oral communication skills
Excellent collaboration and interpersonal skills
Capable of juggling multiple tasks while pursuing long-term objectives
Highly flexible and adaptable
Write clean, efficient, and well-documented code.

Minimum Qualifications; Knowledge, Skills and Abilities:
Currently enrolled in (or graduated within past 12 months from) a Bachelor's or master's degree in computer science, Electrical Engineering, or related majors such as Math, Physics
Proficiency in at least one programming language (e.g., C#, Python etc.).
Skillful with Data Analysis, Data Exploration, Data Modelling, NLP, Time-series, etc.
Familiarity with software development methodologies (e.g., Agile, Scrum).
Strong analytical and problem-solving skills.
Excellent communication and teamwork abilities.
Ability to learn quickly and adapt to new technologies.
WHAT WE OFFER:
A learning environment where you can dive deep into the latest technologies and make an impact
Interns will get a stipend.

Additional Information:
This position is based out of Rochester, NY and candidates must be able to access the Rochester office.
The position is available for part time or full-time work to accommodate candidate's availability and course schedule.
WHAT WE OFFER:
The chance to work in a fast-paced and fun start-up environment with experienced industry leaders
A learning environment where you can dive deep into the latest technologies and make an impact
ENVIRONMENT:
Foundry takes pride in an environment which prioritizes our people. We insist that our people first culture builds the framework for all business operations.
Employees have ample opportunities to voice thoughts, opinions, and ideas through weekly companywide meetings, monthly townhalls, and team outings and events.
We emphasize the importance of each individual through engagement, teamwork, inclusion, and diversity efforts.
Foundry is an Equal Opportunity Employer and embraces diversity. We do not tolerate discrimination or harassment based on race, color, religion, marital status, gender (including pregnancy, childbirth or related medical conditions), gender identity, sexual orientation, parental status, national origin, age, disability, genetic information (including family medical history), political affiliation, military service, or any other non-merit-based factors protected under federal, state or local law. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, transfer, leaves of absence, compensation, and training.
ABOUT FOUNDRY:
At Foundry, we are working toward a common goal of empowering a decentralized infrastructure. Our team is passionate about the future of finance and is looking for other like-minded individuals who share in this vision. While we are inclusive and diverse in workforce and style, we all agree that digital assets will change the world.
Foundry was created to meet the institutional demand for better capital access, efficiency, and transparency in the digital currency mining and staking industry.
As a Digital Currency Group company, Foundry taps unparalleled institutional expertise, capital, and market intelligence to provide North American bitcoin miners and global manufacturers with the resources to build, maintain, and secure decentralized networks.
Disclaimer
The above statements are intended to describe the general nature and level of work performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified."
"https://www.glassdoor.co.in/job-listing/data-scientist-baxter-JV_IC2940587_KO0,14_KE15,21.htm?jl=1009423129502",Data Scientist,BAXTER,Bengaluru,"This is where you save and sustain lives
At Baxter, we are deeply connected by our mission. No matter your role at Baxter, your work makes a positive impact on people around the world. You'll feel a sense of purpose throughout the organization, as we know our work improves outcomes for millions of patients.
Baxter's products and therapies are found in almost every hospital worldwide, in clinics and in the home. For over 85 years, we have pioneered significant medical innovations that transform healthcare.
Together, we create a place where we are happy, successful and inspire each other. This is where you can do your best work.
Join us at the intersection of saving and sustaining lives—where your purpose accelerates our mission.





144712"
